uid,iid,rating,time,timestamp
2171,44,3,2005-07-09,1120838400
2168,44,3,2003-05-07,1052236800
2764,44,5,2004-09-13,1095004800
4577,44,2,2000-08-27,967305600
394,44,1,2004-01-09,1073577600
2187,44,1,2005-09-24,1127491200
406,44,2,2003-05-19,1053273600
2204,44,1,2005-01-27,1106755200
4606,44,3,2004-02-15,1076774400
2224,44,3,2004-03-04,1078329600
2240,44,4,2002-02-15,1013702400
2236,44,4,2004-02-28,1077897600
2256,44,3,2004-08-17,1092672000
2257,44,3,2000-10-12,971280000
2260,44,4,2004-02-19,1077120000
2263,44,3,2005-01-27,1106755200
2278,44,4,2004-02-16,1076860800
2281,44,1,2003-12-29,1072627200
4635,44,3,2004-05-13,1084377600
4637,44,3,2004-10-04,1096819200
2283,44,3,2005-11-07,1131292800
425,44,3,2000-03-13,952876800
4644,44,4,2005-11-04,1131033600
437,44,4,2005-09-13,1126540800
2305,44,4,2003-04-18,1050595200
2309,44,4,2004-03-23,1079971200
2310,44,4,2003-12-09,1070899200
2312,44,3,2003-11-11,1068480000
444,44,3,2005-07-12,1121097600
2325,44,4,2004-03-08,1078675200
443,44,2,2003-10-14,1066060800
2321,44,3,2004-12-28,1104163200
2329,44,3,2005-02-04,1107446400
2330,44,3,2000-07-17,963763200
2335,44,3,2003-04-23,1051027200
2343,44,4,2005-05-08,1115481600
2347,44,3,2005-05-18,1116345600
2349,44,4,2004-01-16,1074182400
3712,44,3,2004-12-06,1102262400
2356,44,3,2005-01-07,1105027200
4671,44,2,2005-03-20,1111248000
2378,44,3,2003-11-10,1068393600
2381,44,4,2004-03-11,1078934400
2388,44,5,2004-05-28,1085673600
4688,44,4,2005-04-25,1114358400
2391,44,5,2003-12-03,1070380800
4894,44,5,2003-10-31,1067529600
4690,44,4,2004-09-20,1095609600
4696,44,3,2005-01-12,1105459200
4699,44,5,2004-09-02,1094054400
2414,44,3,2003-11-04,1067875200
2418,44,4,2004-03-23,1079971200
672,44,1,2002-02-26,1014652800
4707,44,4,2004-01-05,1073232000
2430,44,3,2004-05-09,1084032000
4713,44,3,2004-01-11,1073750400
2452,44,5,2004-07-27,1090857600
2786,44,4,2002-03-17,1016294400
484,44,4,2002-03-23,1016812800
2460,44,4,2003-07-20,1058630400
2458,44,5,2004-11-17,1100620800
2471,44,5,2005-03-02,1109692800
4734,44,4,2005-07-14,1121270400
2481,44,1,2002-03-30,1017417600
2789,44,4,2004-12-29,1104249600
2493,44,5,2005-07-03,1120320000
3789,44,4,2005-09-21,1127232000
4731,44,4,2005-10-17,1129478400
2495,44,2,2002-02-28,1014825600
2501,44,3,2004-07-06,1089043200
2503,44,2,2005-03-31,1112198400
2515,44,2,2005-01-06,1104940800
4742,44,2,2005-06-17,1118937600
2517,44,4,2002-04-06,1018022400
2530,44,3,2000-11-12,973958400
2538,44,4,2004-08-17,1092672000
4753,44,3,2004-02-22,1077379200
3819,44,3,2004-12-28,1104163200
2537,44,4,2005-06-01,1117555200
2547,44,3,2004-05-24,1085328000
2568,44,3,2004-01-05,1073232000
2569,44,2,2004-03-17,1079452800
2571,44,4,2004-10-19,1098115200
4775,44,2,2002-04-03,1017763200
2583,44,3,2004-06-26,1088179200
2599,44,5,2005-06-20,1119196800
2602,44,4,2002-03-01,1014912000
2610,44,2,2005-11-15,1131984000
2621,44,4,2003-07-18,1058457600
2626,44,2,2005-02-15,1108396800
532,44,5,2003-02-12,1044979200
2648,44,4,2004-07-16,1089907200
539,44,5,2004-06-04,1086278400
2650,44,3,2005-11-09,1131465600
2658,44,4,2004-09-28,1096300800
2672,44,3,2000-06-02,959875200
2669,44,3,2005-01-05,1104854400
3887,44,1,2005-09-29,1127923200
4919,45,1,2004-03-03,1078243200
736,45,3,2004-05-10,1084118400
744,45,3,2002-08-07,1028649600
2817,45,4,2004-09-25,1096041600
776,45,3,2004-09-29,1096387200
866,45,1,2004-08-02,1091376000
3963,45,3,2004-05-12,1084291200
936,45,3,2004-06-29,1088438400
3996,45,3,2004-04-04,1081008000
971,45,2,2003-11-26,1069776000
979,45,2,2003-09-28,1064678400
76,45,3,2004-04-20,1082390400
1024,45,3,2004-08-05,1091635200
1025,45,3,2004-09-22,1095782400
90,45,5,2004-03-08,1078675200
4057,45,3,2003-01-14,1042473600
102,45,1,2003-03-06,1046880000
3061,45,5,2000-05-11,957974400
4122,45,3,2005-08-24,1124812800
122,45,3,2004-06-07,1086537600
3078,45,3,2005-08-24,1124812800
1180,45,3,2004-03-13,1079107200
4128,45,2,2003-07-26,1059148800
146,45,2,2001-08-30,999100800
1262,45,3,2001-02-20,982598400
1263,45,2,2002-11-18,1037548800
4182,45,3,2003-09-24,1064332800
165,45,4,2002-09-23,1032710400
4201,45,3,2002-12-15,1039881600
1309,45,4,2004-05-17,1084723200
1324,45,2,2004-12-11,1102694400
174,45,2,2005-01-19,1106064000
1351,45,3,2003-10-02,1065024000
1361,45,1,2000-08-31,967651200
1386,45,2,2004-09-05,1094313600
612,45,1,2005-03-23,1111507200
4249,45,2,2005-04-13,1113321600
4252,45,3,2004-08-09,1091980800
3210,45,3,2005-01-19,1106064000
4258,45,2,2004-04-10,1081526400
205,45,3,2004-03-22,1079884800
1456,45,3,2004-12-03,1102003200
1466,45,4,2002-06-01,1022860800
3230,45,4,2004-03-30,1080576000
1475,45,2,2005-02-07,1107705600
217,45,5,2005-10-14,1129219200
1532,45,3,2004-10-02,1096646400
2724,45,2,2003-04-04,1049385600
4299,45,1,2004-11-25,1101312000
1544,45,2,2005-01-05,1104854400
3274,45,4,2005-01-27,1106755200
1580,45,4,2004-07-29,1091030400
1612,45,4,2004-03-26,1080230400
1613,45,2,2002-02-17,1013875200
4350,45,3,2004-12-30,1104336000
252,45,2,2005-02-14,1108310400
1668,45,4,2002-02-13,1013529600
1702,45,2,2003-06-16,1055692800
266,45,4,2004-10-03,1096732800
272,45,3,2004-11-07,1099756800
4403,45,3,2005-01-23,1106409600
1845,45,4,2001-02-10,981734400
640,45,3,2005-08-18,1124294400
1885,45,2,2001-07-20,995558400
1892,45,1,2002-11-21,1037808000
308,45,3,2005-06-20,1119196800
312,45,2,2002-11-23,1037980800
2753,45,3,2005-06-30,1120060800
1921,45,3,2005-09-27,1127750400
3475,45,3,2005-01-09,1105200000
1965,45,4,2003-07-08,1057593600
3490,45,2,2005-04-06,1112716800
328,45,3,2003-04-29,1051545600
335,45,3,2004-08-25,1093363200
4494,45,5,2003-01-07,1041868800
2080,45,4,2003-09-08,1062950400
2088,45,2,2005-02-01,1107187200
4882,45,3,2000-05-11,957974400
2142,45,3,2001-01-07,978796800
2156,45,2,2005-01-19,1106064000
383,45,1,2001-04-04,986313600
2168,45,3,2004-03-04,1078329600
2236,45,2,2003-12-06,1070640000
3661,45,3,2004-05-26,1085500800
437,45,4,2005-10-22,1129910400
2312,45,3,2003-07-07,1057507200
2325,45,3,2002-02-24,1014480000
443,45,2,2003-09-07,1062864000
2347,45,1,2005-05-29,1117296000
3712,45,2,2004-11-14,1100361600
4894,45,3,2003-10-03,1065110400
2416,45,3,2003-08-08,1060272000
672,45,1,2003-07-31,1059580800
3791,45,3,2005-07-11,1121011200
2481,45,1,2002-12-02,1038758400
2495,45,2,2003-06-09,1055088000
2515,45,2,2005-02-27,1109433600
2568,45,3,2003-12-11,1071072000
513,45,3,2004-02-27,1077811200
2590,45,3,2004-10-02,1096646400
4822,45,1,2004-02-24,1077552000
2658,45,3,2004-09-21,1095696000
2665,45,1,2004-02-10,1076342400
4973,46,4,2001-03-15,984585600
4910,46,4,2002-08-16,1029427200
4929,46,3,2002-06-23,1024761600
4980,46,3,2002-08-09,1028822400
4835,46,2,2001-08-23,998496000
3893,46,2,2002-06-02,1022947200
698,46,4,2001-11-19,1006099200
708,46,4,2005-01-10,1105286400
552,46,5,2005-01-05,1104854400
2678,46,5,2004-12-28,1104163200
2818,46,5,2000-04-04,954777600
3911,46,4,2002-01-31,1012406400
24,46,4,2005-07-28,1122480000
2857,46,5,2005-12-06,1133798400
799,46,3,2002-07-30,1027958400
26,46,2,2004-04-23,1082649600
811,46,3,2004-11-28,1101571200
839,46,3,2001-08-13,997632000
866,46,3,2001-03-25,985449600
3953,46,4,2002-10-08,1034006400
868,46,3,2004-11-30,1101744000
884,46,4,2001-11-10,1005321600
885,46,5,2002-03-10,1015689600
896,46,3,2002-02-17,1013875200
920,46,3,2002-10-04,1033660800
2925,46,4,2004-12-02,1101916800
76,46,4,2004-04-22,1082563200
1009,46,2,2002-01-15,1011024000
77,46,4,2005-01-01,1104508800
1011,46,2,2001-09-05,999619200
85,46,5,2000-12-07,976118400
4027,46,5,2002-08-19,1029686400
4029,46,5,2000-06-06,960220800
4030,46,3,2001-05-29,991065600
2991,46,5,2003-12-02,1070294400
1043,46,3,2001-03-20,985017600
102,46,5,2002-05-15,1021392000
1082,46,2,2001-11-07,1005062400
3026,46,5,2005-12-09,1134057600
1097,46,3,2002-06-24,1024848000
4844,46,5,2000-05-15,958320000
1116,46,5,2005-01-08,1105113600
112,46,5,2001-10-08,1002470400
3061,46,5,2001-10-30,1004371200
4845,46,3,2002-07-18,1026921600
3060,46,4,2005-11-27,1133020800
4113,46,5,2002-07-09,1026144000
4128,46,2,2002-08-01,1028131200
134,46,3,2004-08-31,1093881600
3096,46,3,2002-02-21,1014220800
1233,46,4,2001-08-13,997632000
146,46,5,2001-05-26,990806400
597,46,4,2002-06-28,1025193600
149,46,3,2002-10-23,1035302400
1251,46,4,2005-01-19,1106064000
1262,46,4,2001-02-20,982598400
1263,46,2,2001-10-03,1002038400
152,46,4,2004-12-31,1104422400
3138,46,5,2005-11-22,1132588800
3132,46,3,2002-07-10,1026230400
4193,46,4,2001-01-05,978624000
163,46,5,2004-12-21,1103558400
4200,46,5,2002-07-11,1026316800
165,46,4,2002-05-16,1021478400
1307,46,1,2001-08-21,998323200
1333,46,4,2002-04-03,1017763200
3161,46,4,2003-12-21,1071936000
1340,46,4,2002-10-01,1033401600
175,46,5,2002-01-19,1011369600
1348,46,3,2002-11-01,1036080000
182,46,3,2001-02-26,983116800
1381,46,3,2002-01-18,1011283200
186,46,4,2002-10-23,1035302400
3185,46,4,2002-08-22,1029945600
193,46,5,2002-02-01,1012492800
1407,46,4,2002-06-30,1025366400
1428,46,3,2002-06-28,1025193600
3212,46,5,2003-08-18,1061136000
4266,46,4,2002-01-15,1011024000
3213,46,2,2000-12-29,978019200
1465,46,1,2002-09-25,1032883200
3234,46,3,2002-10-04,1033660800
1484,46,3,2002-08-09,1028822400
1508,46,3,2002-10-16,1034697600
1518,46,4,2001-10-13,1002902400
1535,46,5,2001-09-21,1001001600
3274,46,4,2005-10-20,1129737600
3284,46,4,2000-06-25,961862400
1607,46,4,2002-04-01,1017590400
1615,46,5,2002-09-24,1032796800
1618,46,4,2001-07-21,995644800
1630,46,3,2002-04-10,1018368000
3312,46,1,2002-04-26,1019750400
1651,46,4,2000-07-25,964454400
1653,46,2,2002-01-18,1011283200
1667,46,2,2001-09-13,1000310400
1668,46,3,2002-02-04,1012752000
1670,46,2,2002-08-12,1029081600
1689,46,4,2002-04-04,1017849600
3385,46,5,2002-10-03,1033574400
1781,46,4,2002-06-28,1025193600
1800,46,1,2002-01-26,1011974400
4420,46,3,2002-03-19,1016467200
4864,46,3,2001-10-06,1002297600
3422,46,5,2003-12-05,1070553600
1847,46,1,2002-01-20,1011456000
4432,46,4,2002-06-10,1023638400
4437,46,2,2002-05-27,1022428800
3442,46,3,2004-04-25,1082822400
1877,46,3,2002-06-12,1023811200
1897,46,2,2001-03-18,984844800
1885,46,4,2004-02-12,1076515200
1892,46,3,2002-09-07,1031328000
2753,46,5,2005-12-09,1134057600
4453,46,5,2002-06-08,1023465600
647,46,5,2005-07-06,1120579200
1978,46,4,2002-04-12,1018540800
328,46,1,2003-11-04,1067875200
3506,46,4,2002-03-04,1015171200
4491,46,1,2002-04-07,1018108800
4871,46,4,2001-10-26,1004025600
4495,46,3,2002-06-06,1023292800
2010,46,4,2000-08-20,966700800
2035,46,5,2000-12-13,976636800
2044,46,4,2002-09-25,1032883200
4514,46,4,2002-07-04,1025712000
349,46,4,2004-10-29,1098979200
2069,46,3,2000-02-06,949766400
4875,46,3,2000-03-15,953049600
356,46,5,2000-03-18,953308800
4529,46,3,2003-05-08,1052323200
4534,46,3,2002-01-19,1011369600
4535,46,4,2003-12-03,1070380800
654,46,2,2002-02-09,1013184000
3566,46,4,2004-11-16,1100534400
2761,46,2,2004-12-23,1103731200
4882,46,4,2001-01-17,979660800
3578,46,3,2002-10-03,1033574400
2158,46,3,2001-01-14,979401600
383,46,3,2001-06-16,992620800
4884,46,3,2002-08-08,1028736000
4577,46,4,2000-05-29,959529600
392,46,4,2004-12-16,1103126400
4599,46,4,2004-12-04,1102089600
404,46,2,2002-02-03,1012665600
4603,46,5,2002-05-09,1020873600
4604,46,5,2002-02-13,1013529600
2769,46,5,2001-10-14,1002988800
3632,46,4,2002-06-28,1025193600
2240,46,5,2002-01-25,1011888000
416,46,5,2004-12-12,1102780800
4619,46,3,2005-01-06,1104940800
2257,46,3,2000-10-12,971280000
3651,46,4,2004-10-29,1098979200
2278,46,2,2002-01-22,1011628800
3662,46,3,2004-04-22,1082563200
425,46,3,2000-02-03,949507200
4890,46,4,2002-06-22,1024675200
4892,46,5,2002-08-12,1029081600
3688,46,5,2005-12-03,1133539200
2317,46,4,2001-07-29,996336000
443,46,2,2004-02-13,1076601600
2333,46,4,2002-01-24,1011801600
4663,46,3,2000-12-19,977155200
2372,46,5,2002-08-16,1029427200
461,46,4,2002-02-02,1012579200
2414,46,3,2004-03-10,1078848000
4704,46,4,2003-07-05,1057334400
672,46,1,2002-01-16,1011110400
4895,46,3,2000-08-25,967132800
2442,46,4,2000-12-17,976982400
482,46,5,2004-01-12,1073836800
2454,46,5,2002-04-11,1018454400
484,46,1,2002-03-03,1015084800
3776,46,5,2002-10-03,1033574400
4725,46,5,2004-10-12,1097510400
4729,46,3,2004-12-07,1102348800
2481,46,1,2002-03-30,1017417600
496,46,5,2005-04-06,1112716800
2517,46,3,2002-04-06,1018022400
2554,46,3,2002-05-14,1021305600
511,46,2,2000-08-08,965664000
2568,46,5,2004-04-25,1082822400
3833,46,2,2001-02-14,982080000
4775,46,3,2002-04-03,1017763200
2795,46,5,2002-01-15,1011024000
2583,46,4,2002-09-20,1032451200
3844,46,5,2004-12-14,1102953600
529,46,4,2004-12-09,1102521600
2618,46,2,2001-07-31,996508800
535,46,2,2001-08-10,997372800
537,46,5,2005-11-20,1132416000
4834,46,4,2002-04-27,1019836800
4828,46,2,2002-10-30,1035907200
4919,47,4,2003-03-27,1048694400
4986,47,3,2005-07-05,1120492800
717,47,2,2004-12-07,1102348800
740,47,5,2002-04-30,1020096000
744,47,3,2002-12-03,1038844800
754,47,4,2004-08-24,1093276800
2815,47,4,2005-07-01,1120147200
3914,47,1,2004-05-24,1085328000
3918,47,3,2002-10-22,1035216000
2681,47,3,2005-01-19,1106064000
782,47,3,2005-04-25,1114358400
797,47,5,2002-03-16,1016208000
811,47,3,2002-04-26,1019750400
836,47,2,2005-02-17,1108569600
847,47,2,2005-07-03,1120320000
866,47,4,2002-05-02,1020268800
881,47,3,2003-08-21,1061395200
911,47,3,2003-09-15,1063555200
932,47,5,2005-09-19,1127059200
3983,47,2,2004-08-04,1091548800
937,47,4,2004-09-29,1096387200
61,47,4,2004-08-23,1093190400
957,47,3,2004-04-23,1082649600
3997,47,3,2003-08-17,1061049600
69,47,3,2005-06-01,1117555200
4008,47,4,2003-11-18,1069084800
985,47,4,2004-05-26,1085500800
1009,47,1,2002-03-06,1015344000
1002,47,3,2003-05-13,1052755200
85,47,1,2003-07-20,1058630400
1041,47,3,2002-10-22,1035216000
1043,47,3,2001-12-27,1009382400
1051,47,3,2004-11-23,1101139200
1052,47,3,2002-04-19,1019145600
4053,47,3,2003-08-19,1061222400
1053,47,4,2002-07-02,1025539200
98,47,4,2004-09-15,1095177600
100,47,5,2005-02-11,1108051200
1070,47,2,2005-02-27,1109433600
102,47,1,2003-04-12,1050076800
104,47,5,2005-07-04,1120406400
1084,47,4,2005-10-29,1130515200
1097,47,4,2002-06-24,1024848000
110,47,4,2004-09-19,1095523200
3042,47,4,2005-09-08,1126108800
1127,47,4,2004-08-29,1093708800
122,47,3,2004-05-12,1084291200
1180,47,4,2004-03-12,1079020800
4139,47,1,2004-01-08,1073491200
1217,47,2,2002-04-22,1019404800
3110,47,3,2005-08-19,1124380800
1240,47,3,2005-01-30,1107014400
1258,47,2,2004-06-21,1087747200
3130,47,2,2005-07-11,1121011200
154,47,2,2002-06-15,1024070400
1268,47,2,2004-01-14,1074009600
1261,47,3,2004-09-22,1095782400
3129,47,5,2005-02-01,1107187200
1277,47,2,2003-09-29,1064764800
1288,47,1,2004-03-12,1079020800
4848,47,1,2002-05-03,1020355200
1304,47,4,2005-03-02,1109692800
1308,47,2,2003-02-16,1045324800
174,47,1,2005-01-13,1105545600
1339,47,4,2005-06-12,1118505600
1353,47,2,2004-01-02,1072972800
182,47,3,2003-05-26,1053878400
1360,47,4,2005-10-04,1128355200
1381,47,3,2002-11-21,1037808000
3187,47,3,2004-07-25,1090684800
612,47,1,2005-09-11,1126368000
1430,47,2,2004-12-06,1102262400
197,47,1,2005-04-11,1113148800
4269,47,3,2005-03-28,1111939200
1461,47,3,2005-04-03,1112457600
4267,47,3,2005-10-31,1130688000
3228,47,2,2004-05-09,1084032000
1482,47,4,2004-08-13,1092326400
1515,47,3,2005-04-25,1114358400
217,47,5,2005-10-12,1129046400
1535,47,5,2004-01-23,1074787200
4298,47,4,2005-08-19,1124380800
1560,47,3,2005-01-09,1105200000
3268,47,3,2005-05-03,1115049600
1587,47,3,2003-08-21,1061395200
1583,47,4,2004-04-16,1082044800
1615,47,4,2003-10-20,1066579200
1617,47,5,2004-02-19,1077120000
1619,47,3,2004-05-04,1083600000
4336,47,3,2005-03-03,1109779200
1639,47,4,2003-11-17,1068998400
1632,47,3,2003-06-05,1054742400
1643,47,4,2002-12-31,1041264000
1648,47,1,2004-06-20,1087660800
1651,47,3,2002-02-26,1014652800
1652,47,3,2002-06-04,1023120000
252,47,1,2005-01-11,1105372800
1684,47,4,2003-12-24,1072195200
1691,47,3,2005-01-19,1106064000
1699,47,5,2004-09-13,1095004800
267,47,3,2004-02-19,1077120000
4383,47,3,2004-02-19,1077120000
1765,47,3,2002-06-14,1023984000
1767,47,4,2002-07-29,1027872000
288,47,4,2002-07-02,1025539200
4398,47,3,2003-08-18,1061136000
1796,47,2,2005-08-18,1124294400
4409,47,2,2003-12-09,1070899200
1814,47,1,2004-01-19,1074441600
4420,47,5,2002-06-19,1024416000
1830,47,4,2004-08-04,1091548800
638,47,1,2005-05-16,1116172800
1843,47,3,2005-07-18,1121616000
4428,47,4,2005-03-21,1111334400
640,47,2,2005-12-02,1133452800
1867,47,3,2003-11-19,1069171200
312,47,2,2002-07-21,1027180800
2752,47,1,2003-10-10,1065715200
316,47,3,2005-08-09,1123516800
1933,47,3,2004-07-29,1091030400
3473,47,1,2005-05-09,1115568000
1942,47,4,2003-12-27,1072454400
3475,47,4,2004-07-14,1089734400
4477,47,4,2005-01-23,1106409600
1956,47,4,2003-10-27,1067184000
4481,47,4,2004-10-16,1097856000
334,47,3,2002-07-21,1027180800
328,47,2,2004-01-21,1074614400
2756,47,4,2005-10-16,1129392000
2013,47,4,2004-03-02,1078156800
650,47,1,2005-05-27,1117123200
651,47,1,2005-11-18,1132243200
2035,47,4,2002-03-30,1017417600
2064,47,3,2003-06-09,1055088000
350,47,5,2004-04-17,1082131200
4525,47,4,2002-12-01,1038672000
2078,47,4,2005-01-10,1105286400
358,47,2,2004-12-13,1102867200
2101,47,5,2004-02-20,1077206400
364,47,1,2005-01-19,1106064000
3556,47,4,2005-03-11,1110470400
2146,47,2,2002-12-17,1040054400
2147,47,2,2003-12-21,1071936000
383,47,3,2002-04-04,1017849600
2159,47,4,2003-09-22,1064160000
4578,47,3,2003-11-12,1068566400
2185,47,5,2003-09-06,1062777600
2187,47,2,2005-09-07,1126022400
4592,47,3,2004-09-21,1095696000
4598,47,1,2005-01-20,1106150400
406,47,1,2003-01-01,1041350400
2204,47,5,2005-01-20,1106150400
2203,47,2,2005-02-09,1107878400
2210,47,5,2003-11-19,1069171200
2241,47,3,2004-04-09,1081440000
2233,47,1,2004-01-21,1074614400
2263,47,3,2004-07-13,1089648000
2267,47,3,2003-08-28,1062000000
2273,47,3,2005-02-24,1109174400
2281,47,1,2003-12-29,1072627200
437,47,4,2005-09-15,1126713600
2307,47,4,2004-09-27,1096214400
2309,47,4,2004-03-12,1079020800
4660,47,2,2003-06-19,1055952000
443,47,1,2003-07-31,1059580800
2328,47,3,2003-08-26,1061827200
2335,47,3,2002-08-10,1028908800
2347,47,3,2005-05-28,1117209600
2349,47,2,2003-06-23,1056297600
3712,47,1,2005-08-06,1123257600
4668,47,3,2003-12-07,1070726400
2359,47,2,2005-11-04,1131033600
2371,47,5,2004-01-20,1074528000
2388,47,5,2004-05-28,1085673600
2392,47,3,2003-09-09,1063036800
4697,47,3,2005-07-08,1120752000
2414,47,5,2003-11-03,1067788800
2418,47,3,2003-12-08,1070812800
672,47,1,2002-01-22,1011628800
2428,47,5,2004-07-21,1090339200
476,47,3,2005-07-11,1121011200
2458,47,2,2003-01-13,1042387200
2478,47,3,2003-04-08,1049731200
2472,47,4,2004-07-29,1091030400
2481,47,1,2002-03-14,1016035200
2495,47,5,2002-02-25,1014566400
2500,47,4,2005-10-18,1129564800
2507,47,3,2003-03-04,1046707200
2515,47,4,2004-12-12,1102780800
2537,47,4,2003-11-11,1068480000
2547,47,3,2003-01-14,1042473600
2558,47,3,2005-06-26,1119715200
4766,47,4,2003-11-28,1069948800
512,47,3,2004-02-25,1077638400
2583,47,2,2004-08-14,1092412800
2626,47,2,2005-04-21,1114012800
2658,47,4,2004-10-08,1097164800
2652,47,4,2005-03-04,1109865600
4834,47,4,2003-04-18,1050595200
4828,47,1,2002-11-01,1036080000
548,48,5,2003-12-28,1072540800
4929,48,2,2002-06-26,1025020800
4985,48,4,2005-02-13,1108224000
2806,48,5,2004-08-06,1091721600
2810,48,5,2005-08-28,1125158400
8,48,3,2004-08-27,1093536000
12,48,5,2005-02-06,1107619200
729,48,2,2005-06-01,1117555200
2820,48,3,2004-06-03,1086192000
2815,48,3,2003-09-29,1064764800
4837,48,4,2004-08-12,1092240000
763,48,4,2005-02-07,1107705600
20,48,4,2005-03-18,1111075200
777,48,5,2005-08-23,1124726400
3914,48,1,2004-05-31,1085932800
2681,48,4,2004-09-14,1095091200
23,48,4,2005-02-07,1107705600
2861,48,1,2005-08-05,1123171200
855,48,4,2004-11-27,1101484800
37,48,2,2004-07-11,1089475200
2881,48,3,2003-09-11,1063209600
2872,48,3,2005-08-20,1124467200
2879,48,4,2005-10-07,1128614400
564,48,4,2005-02-28,1109520000
2887,48,5,2005-10-18,1129564800
55,48,4,2004-02-20,1077206400
3983,48,2,2004-08-04,1091548800
4841,48,5,2005-02-17,1108569600
2929,48,5,2004-11-14,1100361600
4001,48,5,2002-10-30,1035907200
2947,48,1,2004-03-06,1078502400
76,48,4,2004-04-22,1082563200
1009,48,4,2005-01-11,1105372800
1024,48,4,2004-04-27,1082995200
2991,48,5,2002-05-05,1020528000
94,48,4,2005-08-23,1124726400
1070,48,3,2005-04-28,1114617600
102,48,1,2003-06-02,1054483200
103,48,5,2004-05-04,1083600000
104,48,3,2003-12-01,1070208000
4076,48,4,2005-01-24,1106496000
3037,48,5,2005-08-19,1124380800
113,48,3,2005-07-21,1121875200
4101,48,2,2005-02-07,1107705600
589,48,1,2005-08-15,1124035200
3055,48,4,2004-06-11,1086883200
134,48,3,2004-12-07,1102348800
4139,48,5,2003-07-03,1057161600
146,48,5,2003-09-10,1063123200
3110,48,3,2005-08-20,1124467200
2703,48,2,2004-02-13,1076601600
144,48,5,2004-01-15,1074096000
3109,48,5,2004-12-03,1102003200
3113,48,5,2003-06-11,1055260800
1240,48,2,2004-05-29,1085760000
3111,48,1,2005-12-23,1135267200
1243,48,1,2003-12-02,1070294400
1258,48,2,2004-06-28,1088352000
2706,48,4,2005-06-18,1119024000
3129,48,5,2004-12-01,1101830400
4179,48,1,2005-10-21,1129824000
1288,48,1,2004-03-08,1078675200
4848,48,1,2002-05-03,1020355200
4200,48,4,2002-08-31,1030723200
1307,48,3,2002-08-01,1028131200
165,48,1,2002-12-16,1039968000
1312,48,5,2005-08-24,1124812800
180,48,4,2005-12-15,1134576000
188,48,4,2004-11-07,1099756800
612,48,5,2005-03-21,1111334400
190,48,4,2005-06-04,1117814400
195,48,4,2002-11-20,1037721600
1428,48,1,2003-09-23,1064246400
197,48,5,2005-04-11,1113148800
3203,48,2,2005-09-20,1127145600
4251,48,1,2002-09-23,1032710400
3212,48,3,2005-10-07,1128614400
3222,48,3,2005-02-10,1107964800
4272,48,3,2003-07-06,1057420800
1481,48,3,2005-03-05,1109952000
1501,48,4,2003-07-30,1059494400
3249,48,5,2005-03-16,1110902400
1508,48,2,2002-11-20,1037721600
217,48,5,2005-10-12,1129046400
216,48,4,2005-11-08,1131379200
219,48,3,2004-01-04,1073145600
1537,48,2,2004-04-13,1081785600
3263,48,4,2004-07-27,1090857600
4855,48,3,2002-08-20,1029772800
3268,48,4,2005-05-03,1115049600
3271,48,2,2005-04-15,1113494400
3272,48,5,2005-09-11,1126368000
1579,48,3,2005-07-23,1122048000
1587,48,3,2003-10-28,1067270400
1596,48,5,2004-10-25,1098633600
1603,48,1,2004-05-19,1084896000
1627,48,2,2004-03-22,1079884800
4336,48,3,2005-03-03,1109779200
3310,48,5,2003-11-06,1068048000
3322,48,5,2005-04-15,1113494400
251,48,5,2005-04-27,1114531200
1681,48,3,2002-09-24,1032796800
1708,48,2,2003-10-29,1067356800
264,48,5,2003-10-31,1067529600
263,48,4,2005-12-29,1135785600
267,48,1,2004-03-16,1079366400
275,48,5,2005-01-01,1104508800
3358,48,4,2005-03-04,1109865600
276,48,4,2005-09-27,1127750400
1774,48,4,2004-11-28,1101571200
283,48,2,2004-07-03,1088784000
3388,48,4,2004-08-24,1093276800
289,48,1,2002-05-09,1020873600
3394,48,5,2005-07-20,1121788800
293,48,3,2005-07-26,1122307200
1814,48,2,2004-01-08,1073491200
638,48,4,2004-11-15,1100448000
1825,48,4,2005-02-05,1107532800
1867,48,3,2002-06-07,1023379200
4436,48,4,2004-09-02,1094054400
1885,48,3,2005-07-31,1122739200
1892,48,1,2002-10-02,1033488000
1889,48,3,2003-12-30,1072713600
3444,48,4,2004-11-02,1099324800
312,48,2,2002-08-17,1029513600
2752,48,1,2003-10-10,1065715200
310,48,5,2005-09-21,1127232000
4463,48,4,2003-12-28,1072540800
3464,48,5,2004-08-07,1091808000
1965,48,4,2003-12-18,1071676800
325,48,5,2005-06-14,1118678400
328,48,2,2003-06-18,1055865600
3493,48,3,2005-09-16,1126800000
4494,48,5,2003-09-07,1062864000
4495,48,3,2003-08-20,1061308800
4872,48,4,2004-06-23,1087920000
4873,48,4,2005-12-01,1133366400
4502,48,3,2004-05-27,1085587200
338,48,5,2005-03-22,1111420800
358,48,1,2003-06-29,1056816000
366,48,3,2003-11-09,1068307200
4879,48,5,2003-03-04,1046707200
3565,48,5,2004-11-28,1101571200
372,48,4,2005-01-19,1106064000
3578,48,3,2004-04-13,1081785600
394,48,2,2004-02-03,1075737600
395,48,5,2005-02-20,1108828800
403,48,4,2004-09-26,1096128000
406,48,2,2005-06-14,1118678400
3628,48,4,2005-09-22,1127318400
3632,48,4,2004-07-23,1090512000
3650,48,4,2005-08-12,1123776000
3646,48,3,2005-02-16,1108483200
3648,48,1,2005-03-08,1110211200
